Date,Open,High,Low,Close,Adj Close,Volume
2005-06-30,85.68000031,86.97999573,84.40000153,85.01000214,44.8238678,1215170
2005-07-01,85.19999695,86.55999756,85,85.63999939,45.15604782,1651885
2005-07-04,86.19999695,86.19999695,84.52999878,85.34999847,45.00313568,1523595
2005-07-05,86.01999664,89.29999542,85.12000275,88.76000214,46.80115891,6023615
2005-07-06,88.79999542,90.37999725,87.90999603,88.56999969,46.7009697,3673925
2005-07-07,88.59999847,89.58000183,86.62000275,87.33999634,46.05241394,3271870
2005-07-08,88,88.79999542,86.19999695,86.88999939,45.8151474,3516980
2005-07-11,87.68000031,90.01999664,87.58000183,89.69000244,47.29152298,4482895
2005-07-12,90,94.27999878,89.59999847,93.31999969,49.20553207,6080790
2005-07-13,93.72000122,94,91.65000153,92.09999847,48.56225967,1767255
2005-07-14,92.09999847,93.18000031,90.59999847,91.04000092,48.00334167,2057050
2005-07-15,90.40000153,93.08999634,90.40000153,92.73999786,48.89972305,1224275
2005-07-18,93,93.94999695,92.83999634,93.68000031,49.39536667,1327960
2005-07-19,93.01999664,95.5,92.76000214,95.20999908,50.20209503,2393160
2005-07-20,95.59999847,95.95999908,93.5,94.02999878,49.57989502,1134405
2005-07-21,94.40000153,94.94000244,91.68000031,92.26999664,48.65189362,1307710
2005-07-22,92.79999542,94.79999542,92.11000061,94.29999542,49.72226715,1057245
2005-07-25,92.58000183,95.40000153,92.58000183,94.52999878,49.84354401,1416390
2005-07-26,94.79999542,95.76000214,93.44999695,95.29999542,50.24954605,1312225
2005-07-27,95,97,94.79999542,95.81999969,50.52373123,816445
2005-07-29,95.90000153,98.34999847,94.33000183,96.19000244,50.71883392,4058830
2005-08-01,96.40000153,100.5999985,96.01999664,100.1500015,52.80684662,4130615
2005-08-02,100.1999969,106.159996,100.1999969,105.3799973,55.56451035,8303450
2005-08-03,105.5999985,105.5999985,101.4499969,101.9000015,53.72957993,4958500
2005-08-04,102.4000015,103.3300018,100,100.3499985,52.9122963,3422355
2005-08-05,100.4000015,102.7999954,100.2099991,100.5800018,53.03357315,2547285
2005-08-08,100.5699997,101.1999969,95,95.63999939,50.42882919,3678220
2005-08-09,95.59999847,96.54000092,93.47999573,94.36000061,49.75391006,2730340
2005-08-10,94.81999969,96.56999969,94.40000153,96.29000092,50.77155685,2607320
2005-08-11,96.45999908,100.7999954,96.45999908,99.44999695,52.43775177,6658530
2005-08-12,100.4000015,101,98.51000214,99.83999634,52.64338303,5859900
2005-08-16,100.5999985,100.5999985,97.90999603,98.40999603,51.88937759,1360635
2005-08-17,98.5,100.3799973,97.02999878,98.76000214,52.07393265,2844975
2005-08-18,99.19999695,100.3799973,97.81999969,98.5,51.93684006,3287040
2005-08-19,99,99.58000183,97.59999847,98.19000244,51.77338791,2113465
2005-08-22,98.5,98.97000122,94.83999634,95.41999817,50.31282043,1807075
2005-08-23,95.55999756,96.79999542,94.83999634,95.55999756,50.38663864,1914570
2005-08-24,95.59999847,95.95999908,93.62000275,94.72999573,49.94900131,1779410
2005-08-25,94.41999817,95.19999695,93,93.95999908,49.54299927,1263575
2005-08-26,94.69999695,95.68000031,94.09999847,94.52999878,49.84354401,1316625
2005-08-29,94.59999847,95.87999725,91.40999603,92.94999695,49.01044464,2454420
2005-08-30,93.01000214,93.94999695,92.59999847,93.37999725,49.2371788,1436265
2005-08-31,92.59999847,93.40000153,92.12999725,92.56999969,48.81008148,1380015
2005-09-01,92.79999542,94.59999847,92.79999542,93.94000244,49.53245163,630700
2005-09-02,94.5,99.69999695,94.40000153,98.44999695,51.91047287,4370730
2005-09-05,98.76000214,100.0800018,98.30999756,99.09999847,52.25320816,1622390
2005-09-06,98.62000275,99.95999908,97.79999542,99.12000275,52.2637558,1467815
2005-09-08,99.94000244,102.4799957,99.79999542,102.1699982,53.87194443,2859240
2005-09-09,102.5800018,103.0499954,101.5999985,102.5299988,54.06176376,1918195
2005-09-12,102.5999985,103.5999985,101.409996,102.0699997,53.81921768,1392150
2005-09-13,102.3799973,103.9199982,102.3799973,103,54.3095932,1777445
2005-09-14,103.7999954,105.6900024,102.7999954,104.5999985,55.15322876,8877700
2005-09-15,104.1999969,105.0199966,103.75,104.0800018,54.87904739,2402420
2005-09-16,104.5699997,105.9700012,104.1900024,104.8399963,55.27978134,1917950
2005-09-19,105.1800003,107.3799973,104.5400009,105.4700012,55.61196136,3102535
2005-09-20,106.9400024,106.9400024,104,104.3700027,55.03194809,1666140
2005-09-21,105,105,100.4000015,103.5299988,54.58904266,2262330
2005-09-22,103,103.5299988,99.59999847,99.97999573,52.71720886,2094765
2005-09-23,100,103.7999954,98.65000153,102.2200012,53.8983078,2296130
2005-09-26,103,104.5999985,102.409996,104.159996,54.92122269,1671550
2005-09-27,104.6399994,109.5599976,104.4000015,109.0400009,57.49433136,6620690
2005-09-28,109.4000015,109.4000015,106.0499954,107.3799973,56.61906052,4761685
2005-09-29,107.7999954,109.0999985,106.5999985,107.1699982,56.50833893,2889545
2005-09-30,107.4000015,107.5999985,103.6800003,106.8899994,56.36069489,2382255
2005-10-03,107.5699997,111.0800018,107.3799973,110.6500015,58.34326935,4242055
2005-10-04,111.2999954,114.4000015,110.6500015,113.8399963,60.02528,4717060
2005-10-05,113.5999985,115.2999954,111.5999985,114.1900024,60.20982361,3094495
2005-10-06,113,113.4000015,110.4000015,110.9400024,58.49617004,3309255
2005-10-07,110.4400024,112.1999969,108.5999985,109.3399963,57.65252686,4057895
2005-10-10,109.4000015,110,107.25,107.7999954,56.84051132,1635145
2005-10-11,107.5,112.1999969,106.2299957,111.7799988,58.93907928,4732120
2005-10-13,111.5999985,112.6800003,107.5,108.0699997,56.98288345,3939855
2005-10-14,108.2799988,108.9799957,106.1999969,106.8700027,56.35015106,2943315
2005-10-17,107,108.5999985,103.8399963,105.3199997,55.53287125,4360445
2005-10-18,105.5800018,107.1999969,103,103.909996,54.78940582,5166455
2005-10-19,103,104.75,99.43000031,100.9599991,53.23394394,3586320
2005-10-20,102,104,98.01000214,100.3199997,52.89647675,4634295
2005-10-21,101,102.7999954,99.81999969,102.5199966,54.05648804,2919650
2005-10-24,103.3799973,105,102.1200027,103.5,54.57322693,4091325
2005-10-25,103.5999985,104.5999985,101.9499969,104.0400009,54.85795212,4998080
2005-10-26,103.7999954,103.7999954,99.26000214,99.68000031,52.559021,4375220
2005-10-27,99.79999542,99.79999542,96,96.91999817,51.10373688,7786540
2005-10-28,96.09999847,96.69999695,91.40000153,92.15999603,48.59389114,4689185
2005-10-31,93,95.15000153,93,94.59999847,49.8804512,2390680
2005-11-02,96.81999969,97.40000153,94.84999847,96.12999725,50.68718338,4094070
2005-11-07,97.76000214,99.43000031,96.59999847,98.65000153,52.01593399,4451340
2005-11-08,98.90000153,101.0999985,98.59999847,100.1800003,52.82266998,6666940
2005-11-09,100.409996,101.6999969,98.5,99.22999573,52.32174683,3287300
2005-11-10,99.04999542,100.4000015,98.70999908,99.69999695,52.56956482,2171555
2005-11-11,100.8399963,103.1800003,100.1999969,102.7399979,54.1724968,3061695
2005-11-14,104,104.4000015,101.3799973,102.7399979,54.1724968,3037070
2005-11-16,102.7999954,104.2299957,102.4400024,103.7699966,54.71558762,5110635
2005-11-17,104.1500015,106.9400024,104.0499954,106.2200012,56.0074234,5461575
2005-11-18,106.6999969,109.5800018,106.6500015,109.1699982,57.56288528,3962570
2005-11-21,109.4000015,110.8799973,108.5999985,109.0400009,57.49433136,3389680
2005-11-22,108.2999954,109.5,107.0699997,107.4000015,56.62960815,2061155
2005-11-23,107.0999985,111.1999969,107.0999985,110.1100006,58.05852509,2340430
2005-11-24,111.0199966,112.5800018,110.4000015,111.1399994,58.60162354,3804620
2005-11-25,111.4000015,115.2200012,110.5100021,114.7799988,60.52091217,4842775
2005-11-28,114.5999985,117.7799988,114.4000015,117.3600006,61.88129044,3436760
2005-11-29,117.6999969,117.6999969,114.4700012,115.0400009,60.65800476,2196865
2005-11-30,115.2399979,116.5999985,110.7999954,111.1200027,58.59108353,3044690
2005-12-01,110,114.8899994,109,114.6299973,60.44182587,4386645
2005-12-02,115,116,112.5999985,113.3199997,59.751091,5115495
2005-12-05,113.5999985,114,110.1999969,110.9199982,58.48563004,1948825
2005-12-06,110.9199982,112.9000015,109.1999969,109.9199982,57.95834732,2663395
2005-12-07,110.9599991,112.1999969,110.1999969,111.8799973,58.99181366,2240575
2005-12-08,111.9599991,113.25,110.6399994,112.8399963,59.49798965,2394710
2005-12-09,113.2999954,115.9000015,112,115.0800018,60.67910385,3789360
2005-12-12,115.9599991,119.1999969,115.2200012,118.1800003,62.3136673,4347975
2005-12-13,119.1999969,126.1999969,117.9000015,125.2600021,66.04678345,9099180
2005-12-14,125.7999954,126.9400024,122.6100006,123.3700027,65.0502243,5466855
2005-12-15,123.8899994,124.5599976,120.1999969,122.3700027,64.52295685,2386080
2005-12-16,122.4000015,124.1999969,120.4300003,123.8199997,65.28751373,3695530
2005-12-19,124.1999969,125.3399963,122.25,124.7299957,65.76731873,4234255
2005-12-20,124.9599991,127.5400009,124,126.6900024,66.80078888,3984420
2005-12-21,126.7999954,127.9799957,124.1999969,125.3499985,66.09424591,4746475
2005-12-22,125.4000015,128.4199982,124.7999954,127.3399963,67.14352417,2673455
2005-12-23,128.1600037,128.7200012,126.0599976,127.5499954,67.25424194,4557935
2005-12-26,127.6200027,128.5500031,124.3099976,127.5499954,67.25424194,3656175
2005-12-27,126.6999969,133.3600006,126.1399994,131.8999939,69.54790497,7319090
2005-12-28,132.3999939,132.3999939,128.3000031,129.0500031,68.04516602,3120400
2005-12-29,129,132.3899994,127.0199966,130.9599915,69.05226135,4325955
2005-12-30,129.0299988,131.3999939,128.8300018,130.6000061,68.86244965,1780935
2006-01-02,130,131,127.4300003,127.8700027,67.42298889,1580640
2006-01-03,128.3999939,129.8300018,128.1999969,129.0699921,68.05570221,1130410
2006-01-04,130,132.3800049,129.8999939,131.7299957,69.45825958,2127960
2006-01-05,132.3399963,132.5599976,129.0099945,129.3899994,68.22444153,2308475
2006-01-06,130,132,127.7999954,129.4100037,68.23499298,2811545
2006-01-09,129.8000031,130.5800018,127.6299973,128.5299988,67.77098083,1109460
2006-01-10,129,129.7700043,126.6500015,127.1800003,67.05916595,2514435
2006-01-12,127.8799973,129.5699921,125.0199966,128.3600006,67.68134308,1888070
2006-01-13,129.1999969,131.2299957,128.3600006,128.6900024,67.85534668,3684190
2006-01-16,129.1999969,129.8000031,127.7099991,128.3399963,67.67079163,1552745
2006-01-17,128.3999939,129.6999969,124.4000015,125.7699966,66.31569672,1234675
2006-01-18,124.1999969,125.6999969,122.0499954,123.4899979,65.11349487,2714595
2006-01-19,124.0999985,129.3600006,124,128.1999969,67.59698486,1697390
2006-01-20,129.6000061,132.8600006,128.1999969,131.8800049,69.53736877,1673850
2006-01-23,130,131.1900024,128.2099915,128.8399963,67.93443298,2123865
2006-01-24,129.7799988,133.1999969,129.3000031,132.75,69.99608612,2212075
2006-01-25,133.6000061,136.8600006,133.1999969,135.1600037,71.26683807,2545230
2006-01-27,135.4199982,139.5599976,135,138.7700043,73.17030334,2337410
2006-01-30,139.9599915,140.5800018,136.9299927,137.5099945,72.50593567,2171535
2006-01-31,137.6000061,142.3999939,137.1999969,141.8600006,74.79959106,4144105
2006-02-01,142,144.4199982,139.6000061,141.3899994,74.55177307,4998155
2006-02-02,142,143.5599976,139.7099915,140.9599915,74.32502747,3090820
2006-02-03,141.1100006,146.6000061,139.6000061,143.6300049,75.73288727,6621575
2006-02-06,143.9499969,147.6900024,142.5299988,146.9199982,77.46761322,2958550
2006-02-07,147.3099976,152.9900055,147,152.4199982,80.36764526,4740805
2006-02-08,152.6399994,154,149.7099915,150.1900024,79.19181824,4199380
2006-02-10,153,153.3600006,150.1999969,150.7700043,79.49764252,2729490
2006-02-13,151.9599915,159.6000061,149.8199921,158.2700043,83.45220947,4927780
2006-02-14,158.3999939,158.8000031,152.6600037,153.3199921,80.84218597,3624305
2006-02-15,155,156.3399963,153,153.7799988,81.08473969,3385740
2006-02-16,154.1000061,162,153.6100006,160.0200043,84.37495422,7557765
2006-02-17,157.8099976,162.1999969,154.2099915,154.6300049,81.53292847,6402195
2006-02-20,154.8000031,157.1999969,153.5399933,156.5699921,82.55583954,4360305
2006-02-21,157.1999969,159.8800049,157.1000061,158.4199982,83.53131866,3523170
2006-02-22,159.3999939,159.6499939,157.6000061,158.3800049,83.51022339,2498815
2006-02-23,158.9799957,159.5599976,156.5500031,157.1399994,82.85639954,2695960
2006-02-24,157.8800049,158.6900024,154.8199921,156.6999969,82.62438965,3134770
2006-02-27,158,158.9799957,156.5200043,157.2200012,82.89855957,2051190
2006-02-28,158.7700043,164.3000031,156.0599976,162.8699951,85.87768555,7995940
2006-03-01,163,171,162,169.2200012,89.225914,7885110
2006-03-02,169.8000031,177.5399933,169.8000031,172.6399994,91.02918243,7106600
2006-03-03,173,181.8500061,173,180.7799988,95.32122803,8813330
2006-03-06,182,188.1999969,181.6199951,185.7599945,97.947052,5763255
2006-03-07,186.3999939,186.3999939,181.6399994,182.2899933,96.11741638,3943880
2006-03-08,182,183.6799927,175.1300049,175.9299927,92.76393127,9994385
2006-03-09,177.2200012,177.5699921,168.1999969,174.8899994,92.21556091,8517065
2006-03-10,176.8000031,179.8000031,176.2099915,179.1600037,94.46704102,6844305
2006-03-13,180,181.6000061,177.1199951,177.6900024,93.69195557,3336965
2006-03-14,178,181.0699921,176.1000061,178.7700043,94.26140594,5415175
2006-03-16,180,184.5,179.1999969,183.8000031,96.91362,5839590
2006-03-17,184.1999969,188.8000031,184.0200043,187.6100006,98.92254639,8173925
2006-03-20,188.1999969,188.7599945,186.3999939,187.8000031,99.0227356,2456250
2006-03-21,188.3199921,188.8399963,180,181.2599945,95.57431793,2803570
2006-03-22,181.3999939,184.6000061,179.1999969,183.5500031,96.78180695,5436850
2006-03-23,184,185.1799927,180.3999939,181.1399994,95.51104736,2267455
2006-03-24,181.0899963,182.8000031,179.4400024,181.5800018,95.74305725,2394960
2006-03-27,182.1999969,183.6999969,179.6000061,180.2700043,95.05233002,3239895
2006-03-28,181,182.6999969,180.1999969,181.0299988,95.45304108,3822590
2006-03-29,181.1999969,181.9900055,179.6000061,180.7700043,95.31596375,1361500
2006-03-30,181.6999969,184.1600037,179.8000031,181.5599976,95.73249817,2492355
2006-03-31,183.1999969,187.6000061,181.8000031,186.5200043,98.34779358,3006165
2006-04-03,187.3999939,194.8000031,187.3999939,194.3999939,102.5027542,4888985
2006-04-04,195,195,191,192.4499969,101.4745636,2094045
2006-04-05,193.3000031,198,191.0399933,192.6799927,101.5958176,1534915
2006-04-07,192.9900055,194.5599976,184,185.4700012,97.79415131,3995680
2006-04-10,184.6999969,190.7599945,183.6000061,190.0699921,100.2196426,2142085
2006-04-12,190.3999939,190.3999939,179.6000061,180.7899933,95.32650757,1859330
2006-04-13,180,183.7599945,176,181.8300018,95.87488556,3983810
2006-04-17,183.3999939,186.8000031,181.8000031,185.8000031,97.96817017,3842840
2006-04-18,186.3999939,189.0399933,185.3000031,186.4599915,98.31616974,2212775
2006-04-19,187.8000031,188.8000031,183.3399963,184.7899933,97.43560028,1746590
2006-04-20,185.1999969,191.3999939,182.3000031,190.4599915,100.4252777,4254405
2006-04-21,190.6000061,196.4199982,188.7099915,195.5299988,103.0985794,4029040
2006-04-24,195,196.8000031,190.1999969,191.5099945,100.97892,1805850
2006-04-25,192,192.3999939,182.2200012,183.4100037,96.70796204,2567080
2006-04-26,183.9799957,193.1600037,180.7799988,191.6799927,101.0685501,2127320
2006-04-27,185.6799927,194,185,187.3699951,98.79598999,1892145
2006-04-28,184.0200043,187,178,185.8099976,97.97341919,1943970
2006-05-02,191.8000031,193.75,190.0299988,190.7200012,100.5623703,922710
2006-05-03,193.5800018,195,188.0299988,192.0500031,101.263649,1731340
2006-05-04,193.8000031,197.1999969,192.8000031,193.7099915,102.1389389,2415925
2006-05-05,196,196.3399963,192.4299927,193.6000061,102.0809326,3159215
2006-05-08,194.9599915,196.3999939,192.0200043,192.6300049,101.5694733,1700535
2006-05-09,193.3999939,199.3999939,190,197.0699921,103.9105682,6833460
2006-05-10,198.1000061,198.6000061,194,194.9900055,102.8138428,3146300
2006-05-11,196,196,190.0500031,190.9299927,100.6730881,1552155
2006-05-12,190,196,187,192.5200043,101.5114822,3718865
2006-05-15,193.3199921,195.9599915,181,183.8399963,96.93468475,4258865
2006-05-16,184,187,174.6000061,185.9900055,98.06835175,4172695
2006-05-17,188.3999939,194.1999969,187.25,192.4400024,101.4692917,4259440
2006-05-18,191,191,172.8000031,174.5800018,92.05210876,4115995
2006-05-19,179.9799957,182.6799927,162,169.7799988,89.52117157,4809995
2006-05-22,171,177.9799957,132,152.3899994,80.35181427,3762550
2006-05-23,155,159.6000061,147.2200012,156.2099915,82.3660202,3245560
2006-05-24,158,161,152,155.2599945,81.8651123,3282295
2006-05-25,153.6000061,163,148.6199951,160.5399933,84.6491394,3302540
2006-05-26,162.8000031,166.9499969,161.0099945,162.9400024,85.91461182,2203445
2006-05-29,164,167.1999969,162.1199951,165,87.00079346,2403030
2006-05-30,165.3999939,165.3999939,154.6699982,157.6399994,83.12003326,2414420
2006-05-31,156,158.7799988,148.3999939,157.9400024,83.27822876,3764715
2006-06-01,158.8899994,161,146.1999969,148.0800018,78.07926178,3257290
2006-06-02,149.0399933,158.8000031,148,157.8000031,83.20440674,3942455
2006-06-05,158.6000061,162.3999939,153.1100006,156.4900055,82.51365662,3584200
2006-06-06,154,159,150,153.5399933,80.95819855,2782805
2006-06-07,153,155.1600037,145.1199951,149.1499939,78.64343262,2421705
2006-06-08,147.5099945,148,142.2099915,144.1100006,75.98596954,3230550
2006-06-09,143.0200043,153.7799988,141,151.3000031,79.77709198,2605745
2006-06-12,152,153,143.6000061,145.4400024,76.68724823,3129840
2006-06-13,143,144.8800049,137,138.7899933,73.18083954,3903820
2006-06-14,140.0200043,147,130.1000061,131.9799957,69.59008026,4430525
2006-06-15,135.7299957,141.6000061,133.8000031,138.9299927,73.25466919,3725190
2006-06-16,142.4799957,150.7799988,142.1999969,145.1199951,76.51850891,3535015
2006-06-19,146,154.5899963,145,153.7299957,81.0583725,3457175
2006-06-20,152,155.7200012,148.4499969,152.1199951,80.2094574,3634675
2006-06-21,151,153.9599915,150.3999939,152.4299927,80.37290192,2610650
2006-06-22,154.8000031,159.7400055,154,156.2400055,82.38184357,2659920
2006-06-23,152.9799957,156.7599945,151.7200012,155.2899933,89.31217957,4482525
2006-06-26,158.8000031,159.4700012,144.6100006,146.0899963,84.02096558,3034735
2006-06-27,146.1999969,151.5099945,144.2400055,149.0500031,85.72335815,4629840
2006-06-28,147.8000031,149.3600006,144.5800018,148.3699951,85.33226776,3211260
2006-06-29,155.8000031,155.8000031,149,152.2899933,87.58679199,2500525
2006-06-30,154.3999939,164.1999969,154,158.8899994,91.38264465,5742995
2006-07-03,160.1999969,161.8399963,156.1000061,157.2200012,90.42218018,2321465
2006-07-04,160,162,158.75,159.1999969,91.5609436,2336060
2006-07-05,159,161.0800018,157.1100006,160.1300049,92.0958252,3263275
2006-07-06,158.1999969,161.4400024,157.2099915,159.4499969,91.70471191,2354505
2006-07-07,160,161.7799988,152.8000031,154.1100006,88.6335144,2360150
2006-07-10,154.4100037,157.5500031,152,156.8999939,90.23813629,1951175
2006-07-11,157.0200043,157.5800018,150.6000061,151.3800049,87.0634079,2948930
2006-07-12,151.0099945,154.7200012,147.8500061,154.1600037,88.66227722,2930445
2006-07-13,153.1999969,154.5800018,150.8600006,153.9299927,88.52999878,2308395
2006-07-14,150.6000061,151.1999969,147.3199921,147.9700012,85.102211,2712400
2006-07-17,148,148,138.3999939,139.3699951,80.15608215,2621570
2006-07-18,140,141.5399933,136.3999939,137.6699982,79.17835999,4964335
2006-07-19,139.6000061,140,131,131.6100006,75.69306946,4950720
2006-07-20,138,139.9700012,136.2200012,137.5099945,79.08633423,5554445
2006-07-21,136.9799957,137.1999969,132.9299927,134.6199951,77.42420197,1621065
2006-07-24,134.6199951,137.5500031,130.5,136.7099915,78.6262207,1898420
2006-07-25,139,141.6000061,138.3999939,140.3300018,80.70821381,3711050
2006-07-26,141.8000031,146.6999969,141.5599976,145.7599945,83.83117676,6548430
2006-07-27,145.6000061,148.3899994,144.2400055,147.6699982,84.92967224,3926035
2006-07-28,148.0099945,148.8999939,143.3300018,145.5299988,83.69890594,3701690
2006-07-31,146.8899994,149.5399933,146.8000031,147.9499969,85.09072113,1166680
2006-08-01,147.3999939,147.6999969,144.2400055,146.5099945,84.26251221,1127450
2006-08-02,147,152.1799927,147,151.6499939,87.21868134,2330860
2006-08-03,153.1999969,156.7799988,151.8999939,153.8199921,88.46673584,3425750
2006-08-04,154.3999939,155.5599976,150.8000031,151.9299927,87.37974548,1533745
2006-08-07,151,153.2899933,149.1999969,149.8899994,86.2064743,2512655
2006-08-08,149.8000031,153.9100037,149.8000031,153.2599945,88.14466858,1296020
2006-08-09,152.6000061,160,152,158.8600006,91.36541748,3003825
2006-08-10,158.1799927,159.4499969,156.2099915,157.8099976,90.76150513,1999780
2006-08-11,159.8999939,162.1999969,158.3000031,158.8300018,91.34815979,1902365
2006-08-14,159.8000031,160.8000031,158.4100037,160.1999969,92.13606262,1072675
2006-08-16,161.8000031,165,161.8000031,163.3300018,93.93624115,1441915
2006-08-17,164,168.2700043,163.6199951,167.4599915,96.31152344,4395945
2006-08-18,168.3199921,171.3000031,167,169.9900055,97.76661682,4292320
2006-08-21,164.0299988,173,164.0299988,171.8399963,98.83060455,2043060
2006-08-22,172.25,173.1799927,168,169.1300049,97.27200317,1464810
2006-08-23,168.3999939,171.0800018,168.0500031,169.5,97.48478699,2242620
2006-08-24,168.4199982,172.6000061,167.2799988,172.0599976,98.9571228,1562895
2006-08-25,173.1999969,173.75,169.3000031,169.9599915,97.74935913,1489850
2006-08-28,171.1799927,171.5500031,169.0699921,170.3500061,97.97366333,765275
2006-08-29,171.5500031,171.7799988,168.4599915,169.0599976,97.23174286,1119180
2006-08-30,170.2899933,171.9599915,169.5800018,170.6900024,98.16919708,1278440
2006-08-31,171.5800018,171.9700012,167.5099945,169.0299988,97.21447754,2497760
2006-09-01,170,173.9799957,168.8199921,172.6799927,99.31370544,1874005
2006-09-04,173.6199951,179.9100037,173.6199951,179.4599915,103.2131119,2554460
2006-09-05,179.6000061,179.9499969,176,177.2799988,101.9593124,1645900
2006-09-06,178.3999939,179.2899933,176.4499969,176.8500061,101.7120132,1383400
2006-09-07,176.8500061,180,176,179.4700012,103.2188644,2279320
2006-09-08,180.0099945,180.9499969,178.4100037,179.6000061,103.2936325,3861400
2006-09-11,180,180.1999969,167.2700043,169.6100006,97.54807281,2103370
2006-09-12,170.0099945,171.5,167.3999939,170.7599945,98.20944977,2367425
2006-09-13,171.3999939,175.8000031,171.3999939,173.9700012,100.0556412,2520595
2006-09-14,175,175.8000031,172.3000031,172.9400024,99.46324158,1500805
2006-09-15,173.8000031,174.7799988,171.2299957,173.9299927,100.0326157,1321835
2006-09-18,174.1999969,174.8000031,171.4400024,171.8000031,98.80760956,827295
2006-09-19,172.0099945,172.8000031,164.8000031,166.2200012,95.59836578,1442370
2006-09-20,166.0899963,169,164.3099976,168.4100037,96.85791016,2040035
2006-09-21,170,170.6000061,167.6199951,169.6399994,97.56531525,1530680
2006-09-22,169.8899994,169.8899994,166.6000061,167.0899963,96.09873199,1889810
2006-09-25,167.3999939,171.4900055,167,169.2799988,97.35825348,2451020
2006-09-26,170,171.9799957,169.1999969,171.4199982,98.58904266,1324395
2006-09-27,171.6000061,173.2599945,169.6499939,170.1499939,97.85862732,1069900
2006-09-28,170.3999939,170.7599945,167.6000061,168.4900055,96.90391541,2662410
2006-09-29,169,173.1399994,168.8099976,172.4100037,99.15842438,1772625
2006-10-03,173.4199982,175.3600006,171.1999969,173.9299927,100.0326157,2350150
2006-10-04,174.3999939,177.1799927,174.2299957,176.0500031,101.2519073,3290695
2006-10-05,177.1799927,180.3800049,177.1799927,178.9499969,102.9197845,1953475
2006-10-06,179.3999939,179.8000031,177,178.7400055,102.7990265,1054750
2006-10-09,177.8000031,182,176,180.3300018,103.7134705,1593640
2006-10-10,182,182.9799957,181.0200043,182.3500061,104.8752441,1023290
2006-10-11,182.6499939,183,174.8500061,176.1799927,101.3266602,1040365
2006-10-12,177,181,176.0599976,180.1900024,103.6329575,1142730
2006-10-13,181.6000061,182.9799957,179.4199982,182.1300049,104.7487106,1318125
2006-10-16,183.5599976,183.9799957,168.4700012,181.4400024,104.3518677,853230
2006-10-17,181,182.3600006,178.4799957,180.0399933,103.5466843,688655
2006-10-18,180.0399933,181.6999969,177.0200043,177.6100006,102.1491318,688815
2006-10-19,179.5800018,179.5800018,176.25,177.9700012,102.3561707,699155
2006-10-20,179.8000031,180.1799927,177.1999969,178.1699982,102.4711838,566365
2006-10-23,179.8000031,179.8000031,175.3099976,175.7899933,101.102356,495200
2006-10-26,176.0200043,177.1999969,173.2099915,174.3500061,100.2741928,685180
2006-10-27,176.8000031,178.2099915,175.9900055,177.2599945,101.9478073,723045
2006-10-30,177.6000061,180.1999969,168.0099945,170.4199982,98.01391602,3883725
2006-10-31,170,170.8199921,164.8000031,165.5899963,95.23603821,5888365
2006-11-01,166.3999939,168.2799988,165.1999969,165.8500061,95.38557434,2398060
2006-11-02,166.1999969,169,165.4199982,165.8099976,95.36255646,4673080
2006-11-03,167.3999939,167.4799957,161.6499939,163.0299988,93.76368713,4188225
2006-11-06,164,164.1999969,161.9100037,163.25,93.89022827,2763690
2006-11-07,166.3999939,166.3999939,163.0200043,163.6799927,94.13752747,1891920
2006-11-08,168.1999969,168.1999969,159,160.4400024,92.27410889,3312795
2006-11-09,161.1999969,162.4900055,158.9100037,160.8000031,92.48114777,2651465
2006-11-10,161.6000061,164.3600006,159.6000061,163.6399994,94.11452484,3737395
2006-11-13,164.9799957,167,164.1999969,166.75,95.90318298,1889180
2006-11-14,167.6300049,167.8999939,163.8699951,165.8500061,95.38557434,1576880
2006-11-15,166.3999939,166.8000031,164,164.6900024,94.71841431,1679285
2006-11-16,165.1999969,166.3999939,161.8500061,162.7700043,93.61415863,1240415
2006-11-17,164.3399963,164.9599915,161.1100006,162.1300049,93.24609375,3813945
2006-11-20,160.9799957,161.7200012,157.8000031,160.4900055,92.3028717,1974490
2006-11-21,162.4799957,164.3899994,161.0299988,163.5,94.03399658,657530
2006-11-22,165.6000061,167,163.1000061,166.5,95.75941467,1301695
2006-11-23,167.1999969,168.5399933,163.6199951,164.5699921,94.6493988,1671195
2006-11-24,164.8000031,165.9799957,163.8000031,165.0899963,94.94846344,794725
2006-11-27,165.6199951,166.8999939,165,165.6499939,95.2705307,622205
2006-11-28,164.0599976,164.2799988,161.6000061,162.1100006,93.23457336,1581310
2006-11-29,164,164.1999969,160.5,161.9900055,93.16555786,2042555
2006-11-30,163.6000061,164.0800018,161.3999939,161.8800049,93.10230255,837440
2006-12-01,163,169.5599976,162,168.5800018,96.95568848,3007120
2006-12-04,170,177.4400024,170,175.8500061,101.1368942,3526545
2006-12-05,177.6000061,178.3999939,174.6100006,176.4700012,101.4934692,1510800
2006-12-06,177.1999969,177.6000061,172.5200043,176.1199951,101.2921677,1213105
2006-12-07,175.6000061,179.1999969,174.4499969,178.4400024,102.6264801,958825
2006-12-08,178.3999939,179.3999939,172.2200012,173.3600006,99.70481873,1506455
2006-12-11,173.8199921,173.8199921,163.0699921,167.9400024,96.58758545,1779615
2006-12-12,167.9400024,170.3600006,151.25,164.1000061,94.37909698,2613700
2006-12-13,164.3999939,171,160.4100037,168.4799957,96.89815521,1339380
2006-12-14,170.6000061,172.1799927,167.1999969,170.6699982,98.15769196,1219960
